title,href,area,exp_0,exp_1,exp_2,exp_3,exp_4,exp_5,2009,2010,2011,2012,2013,2014,2015,2016
客户服务专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E6%9C%8D%E5%8A%A1%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4380,5450,5690,10620,,,2812,2469,3827,3948,5891,5409,5274,5848
在线客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%9C%A8%E7%BA%BF%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4810,5290,5290,7000,,,2249,2424,3102,3249,3450,3889,4740,5311
客服代表,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E4%BB%A3%E8%A1%A8/,"
客户服务类

♦
♦

",4470,5230,5100,7000,,,2157,2486,3039,3370,3855,4481,5555,6777
客服总监,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E6%80%BB%E7%9B%91/,"
客户服务类

♦
♦

",11920,17110,16180,18150,,,11749,2597,9082,7663,7878,16826,12923,15632
电商客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%95%86%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",3870,4980,5500,,,,3749,5249,7374,3606,3721,3999,5111,5044
售前客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%94%AE%E5%89%8D%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",5230,4850,5290,12500,,,2000,2832,2491,3617,3491,4376,5295,5550
客户经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E7%BB%8F%E7%90%86/,"
客户服务类

♦
♦

",6460,7850,9810,13480,14830,,5696,3867,5139,5744,6878,7515,8481,8592
商务助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E5%8A%A1%E5%8A%A9%E7%90%86/,"
客户服务类

♦
♦

",4200,4830,5690,7860,11390,,2586,2632,3086,3427,4535,4277,4828,5256
客服人员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E4%BA%BA%E5%91%98/,"
客户服务类

♦
♦

",4260,4550,4450,5250,,,,,,,,,,
客户专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4840,5500,6280,10870,18000,,3379,2629,3945,4968,5911,5655,5792,6259
电话客服专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E8%AF%9D%E5%AE%A2%E6%9C%8D%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4550,5950,4940,,,,2999,3280,3012,3761,4110,5160,5160,5965
客户服务,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E6%9C%8D%E5%8A%A1/,"
客户服务类

♦
♦

",4560,5620,8680,11530,17110,,2726,2611,4162,4265,5862,5698,5721,6102
运营专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%BF%90%E8%90%A5%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4750,5890,6920,10090,13270,,3049,3027,3915,3832,4424,4879,6002,6180
天猫客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%A4%A9%E7%8C%AB%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4200,4640,5360,9000,,,2000,2124,4124,3339,3432,4125,4683,5189
客服文员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E6%96%87%E5%91%98/,"
客户服务类

♦
♦

",4110,3990,4450,,,,1941,2250,2798,3247,3454,3310,5116,5614
办公室文员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8A%9E%E5%85%AC%E5%AE%A4%E6%96%87%E5%91%98/,"
客户服务类

♦
♦

",3860,3910,4290,4040,5000,,2204,2013,2524,2807,3429,3156,3816,4131
文员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%96%87%E5%91%98/,"
客户服务类

♦
♦

",4090,4090,4350,4410,5000,,2101,2403,2724,2929,3356,3242,4021,4469
网络客服专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BD%91%E7%BB%9C%E5%AE%A2%E6%9C%8D%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",5640,4680,5290,,,,1816,2000,2771,3019,4255,3364,4567,5284
业务助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%B8%9A%E5%8A%A1%E5%8A%A9%E7%90%86/,"
客户服务类

♦
♦

",4040,5200,6660,17330,14270,,2751,2618,3539,4096,5291,4978,5143,5777
客服部经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E9%83%A8%E7%BB%8F%E7%90%86/,"
客户服务类

♦
♦

",7680,7920,9440,7270,,,3449,4799,4889,4629,5313,8086,7561,8529
电话销售,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E8%AF%9D%E9%94%80%E5%94%AE/,"
客户服务类

♦
♦

",5630,6460,7310,8400,19350,,2694,3308,3444,4620,5562,5684,6077,6559
呼叫中心客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%91%BC%E5%8F%AB%E4%B8%AD%E5%BF%83%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4340,4980,6790,13330,25000,,1718,2277,2958,3399,3448,4010,4676,5729
商务专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%95%86%E5%8A%A1%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4680,5400,6230,7030,7460,,2862,3507,3571,3712,5013,4740,5617,5905
客服前台,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E5%89%8D%E5%8F%B0/,"
客户服务类

♦
♦

",4260,3530,3970,4000,7000,,1836,2474,2782,2928,3152,3489,3683,4187
实习生,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%9E%E4%B9%A0%E7%94%9F/,"
客户服务类

♦
♦

",2920,4070,5230,9000,3000,,,,,,,,,
客户服务主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E6%9C%8D%E5%8A%A1%E4%B8%BB%E7%AE%A1/,"
客户服务类

♦
♦

",3750,7610,8690,9750,11070,,4524,3915,5074,4540,6507,6377,8709,8206
客服专员助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%9C%8D%E4%B8%93%E5%91%98%E5%8A%A9%E7%90%86/,"
客户服务类

♦
♦

",4200,4470,4310,7000,,,,,,,,,,
游戏客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B8%B8%E6%88%8F%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",3620,4490,4600,15000,,,1474,2082,2147,2411,3182,3265,3994,4023
网店客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BD%91%E5%BA%97%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",3920,4740,4830,,,,1674,1827,2923,3174,3241,3994,4112,4696
英文客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E6%96%87%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4830,5520,7140,12500,,,2332,3499,3407,3374,3943,5411,5009,5257
销售客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%94%80%E5%94%AE%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4600,5430,5930,8870,10480,,2438,2383,3352,4392,4672,4430,5286,6866
前台客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%89%8D%E5%8F%B0%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",4260,3520,3960,4000,7000,,1836,2474,2782,2928,3152,3489,3683,4187
微信客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BE%AE%E4%BF%A1%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",3750,4170,5550,,,,2999,3834,3499,7000,3570,12599,5299,5002
电商客服专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%95%86%E5%AE%A2%E6%9C%8D%E4%B8%93%E5%91%98/,"
客户服务类

♦
♦

",4630,3750,,,,,,,,3139,2947,5166,4531,4988
电商客服主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%95%86%E5%AE%A2%E6%9C%8D%E4%B8%BB%E7%AE%A1/,"
客户服务类

♦
♦

",7000,5690,,,,,,,,,,,,
英语客服,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%8B%B1%E8%AF%AD%E5%AE%A2%E6%9C%8D/,"
客户服务类

♦
♦

",6090,5730,6130,,,,2000,2835,3399,3543,3601,3665,5934,6464
销售内勤,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%94%80%E5%94%AE%E5%86%85%E5%8B%A4/,"
客户服务类

♦
♦

",4500,3750,5000,7020,,,2540,2517,2838,2972,3287,3311,4036,4626
客户服务代表,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%AE%A2%E6%88%B7%E6%9C%8D%E5%8A%A1%E4%BB%A3%E8%A1%A8/,"
客户服务类

♦
♦

",4750,5390,5370,9000,,,2225,3218,2701,4341,5410,5312,5296,6051
电气工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%B0%94%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4640,6100,7640,10210,10840,,3078,4090,5268,5276,5194,6898,8165,7909
测试工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5480,8180,11040,14630,17190,,4005,4460,5418,5273,6109,7178,10015,9735
机械工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E6%A2%B0%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5060,6700,8000,9360,10920,,3723,3249,4421,5062,4966,6869,7707,8144
硬件工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A1%AC%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5800,8200,10550,15000,16510,,4033,4461,5550,5354,5172,6901,9866,10054
机械设计工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E6%A2%B0%E8%AE%BE%E8%AE%A1%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5370,6700,7690,9440,11690,,3415,3478,4440,5611,4840,7525,8152,7994
电子工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%AD%90%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4260,7290,8540,11940,12070,,3820,2803,4561,5098,5350,5422,7819,8306
工艺工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B7%A5%E8%89%BA%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4830,7310,7610,9380,11270,,4336,4102,5416,5431,5012,6783,8084,7996
嵌入式软件工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B5%8C%E5%85%A5%E5%BC%8F%E8%BD%AF%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",7290,10120,12100,16500,16180,,5944,5762,7256,7768,7356,7462,11011,11697
技术工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8A%80%E6%9C%AF%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4750,6640,8690,10190,15050,,2871,2721,4146,4154,4640,5190,7121,7376
高级硬件工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E7%A1%AC%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",12170,13840,16280,18580,,,5968,10749,9505,10240,10207,10845,13194,13744
fpga工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-fpga%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5980,10540,12950,16860,18410,,2999,4799,6705,7901,7669,8673,12621,12552
技术支持工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%8A%80%E6%9C%AF%E6%94%AF%E6%8C%81%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4640,6180,7940,8910,13380,,3014,2596,4067,4110,4257,4620,6204,6477
自动化工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%87%AA%E5%8A%A8%E5%8C%96%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",6220,8280,11070,12660,14780,,3194,4036,5066,5197,4985,5333,11998,10321
光学工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%85%89%E5%AD%A6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5070,9270,9710,10920,15170,,2000,3149,7499,8405,6642,13249,12658,10440
硬件测试工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A1%AC%E4%BB%B6%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5940,7110,8330,14500,16070,,1749,2749,5162,4464,5291,5499,7531,7496
研发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A0%94%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5660,10380,14850,17370,20150,,5481,5636,6752,7433,7829,10016,14895,13365
嵌入式硬件工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B5%8C%E5%85%A5%E5%BC%8F%E7%A1%AC%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",7670,8580,10600,13920,17100,,4999,4971,6195,7939,7806,8322,10560,10618
软件测试工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%BD%AF%E4%BB%B6%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",6050,7900,9640,10900,14780,,3287,3951,5349,5088,5594,5797,8129,7883
硬件研发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A1%AC%E4%BB%B6%E7%A0%94%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",3870,8500,10380,13830,18240,,5749,4999,5934,5636,4725,7314,9955,10693
射频工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B0%84%E9%A2%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5410,10530,13020,18530,17430,,9124,3666,9429,8064,9650,8832,12073,12867
维修工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%B4%E4%BF%AE%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4330,5160,5770,6880,7750,,3043,2530,3422,3441,3820,4346,5270,5720
嵌入式软件开发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B5%8C%E5%85%A5%E5%BC%8F%E8%BD%AF%E4%BB%B6%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4670,10900,12700,17100,18710,,6999,5728,7407,6494,6076,9707,10922,11104
电气设计工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%B0%94%E8%AE%BE%E8%AE%A1%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4870,6390,7630,10940,11340,,1999,4186,5053,4239,7557,9499,8488,8116
自控工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%87%AA%E6%8E%A7%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4250,5770,7680,8480,11300,,4124,5207,5043,5378,5597,6006,8089,7723
结构工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%BB%93%E6%9E%84%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5400,7830,9600,12490,12730,,3426,4940,6226,6287,6650,7618,9831,9720
高级测试工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E6%B5%8B%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5250,11810,15520,15110,17410,,5249,3849,8714,9146,8735,13212,15565,15185
软件工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%BD%AF%E4%BB%B6%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",6160,9360,11650,16500,17900,,5156,5470,6465,6966,7476,7940,10399,9990
嵌入式工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B5%8C%E5%85%A5%E5%BC%8F%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",7280,9810,12160,16350,17080,,5632,5725,6937,7618,7642,7981,11207,11705
电气自动化工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%B0%94%E8%87%AA%E5%8A%A8%E5%8C%96%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5030,6690,7820,9600,10850,,3000,4332,5832,4724,4207,3499,8160,7397
硬件开发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A1%AC%E4%BB%B6%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",6540,9150,11900,18930,17150,,4770,3749,6312,7081,8287,7749,11421,11059
质量工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B4%A8%E9%87%8F%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5380,6400,8070,10060,11400,,4646,4889,5449,5137,5019,6736,8408,8150
项目经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%A1%B9%E7%9B%AE%E7%BB%8F%E7%90%86/,"
电子/电器/通信技术类

♦
♦

",5330,8310,11080,13550,15180,,5476,5191,7184,7216,7631,9289,11296,11187
机械设计师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E6%A2%B0%E8%AE%BE%E8%AE%A1%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4250,6740,7540,9410,13090,,6749,3037,4754,5020,4755,5226,8135,7592
电源工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E6%BA%90%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",8910,9690,15150,11380,,,3356,3074,5740,5806,5884,7317,9292,10221
调试工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%B0%83%E8%AF%95%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4180,5350,5990,21140,12570,,2642,2941,3463,3796,4332,4892,5557,5631
产品工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BA%A7%E5%93%81%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5580,7700,10130,13950,16430,,4205,3639,5314,5205,5376,6587,10276,9345
嵌入式开发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%B5%8C%E5%85%A5%E5%BC%8F%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",6900,10760,13050,17850,19190,,6110,5788,6756,7376,7337,8947,11511,11872
研发助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%A0%94%E5%8F%91%E5%8A%A9%E7%90%86/,"
电子/电器/通信技术类

♦
♦

",4820,5720,6140,6360,12500,,2624,2790,3718,3490,3747,4643,5308,5714
销售工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%94%80%E5%94%AE%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4940,5970,7040,8820,9240,,2722,3258,3725,4319,5042,5540,5970,6216
销售经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%94%80%E5%94%AE%E7%BB%8F%E7%90%86/,"
电子/电器/通信技术类

♦
♦

",5910,7540,9460,10940,14750,,4494,4105,4952,5764,6725,7097,8407,8559
高级电气工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E7%94%B5%E6%B0%94%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",8870,14770,13490,12600,,,10082,6249,14665,14624,16090,17999,11555,11890
助理工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%8A%A9%E7%90%86%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",4430,6410,7170,7000,8250,,2540,2589,5018,3548,3993,4803,5047,5596
机械设计,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E6%9C%BA%E6%A2%B0%E8%AE%BE%E8%AE%A1/,"
电子/电器/通信技术类

♦
♦

",5170,6450,7450,9020,11230,,3716,2980,4361,5207,4467,5653,7743,7346
电子研发工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%AD%90%E7%A0%94%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",8900,10050,14200,11220,,,4582,6874,5032,6168,7274,5193,8537,10763
电子设计工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E5%AD%90%E8%AE%BE%E8%AE%A1%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",2500,8260,13090,10370,13750,,,,,2000,1900,6436,5374,6776
电路工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%94%B5%E8%B7%AF%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5500,9080,11030,14980,12000,,6149,3725,5325,5106,6945,6362,11032,10015
设备工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E8%AE%BE%E5%A4%87%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",5510,5880,7190,10990,10490,,4023,3910,5170,4778,4851,5986,7308,7381
高级机械工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%AB%98%E7%BA%A7%E6%9C%BA%E6%A2%B0%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
电子/电器/通信技术类

♦
♦

",10540,11310,10610,11590,,,6166,5249,16443,7172,10082,16332,11778,10959
采购专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E4%B8%93%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",4740,5260,5850,5810,8170,,2711,2676,3467,3522,5125,3952,5410,5785
采购助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E5%8A%A9%E7%90%86/,"
贸易/物流/采购/运输类

♦
♦

",4000,4610,5010,4170,12500,,2203,2246,3171,3189,4324,3540,4395,4902
采购员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",4520,4620,5440,6840,5610,,2789,2436,3316,3321,3806,3916,4866,5128
仓库管理员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E4%BB%93%E5%BA%93%E7%AE%A1%E7%90%86%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",4570,4010,4080,5710,5250,,4058,2754,2933,3088,3305,3300,3735,4698
采购经理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E7%BB%8F%E7%90%86/,"
贸易/物流/采购/运输类

♦
♦

",3750,7600,10020,10770,14220,15220,4336,2778,6451,6259,6218,9673,10337,10280
采购主管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E4%B8%BB%E7%AE%A1/,"
贸易/物流/采购/运输类

♦
♦

",8870,6560,7520,8530,11200,,4395,3381,4727,5023,5353,5993,7731,7761
库房管理员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BA%93%E6%88%BF%E7%AE%A1%E7%90%86%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",3710,3770,4120,4210,5000,,1912,2303,2512,2864,3136,3020,3735,4154
库管,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%BA%93%E7%AE%A1/,"
贸易/物流/采购/运输类

♦
♦

",3510,3990,4150,4100,,,1922,2597,2682,2857,3171,3282,3711,5396
采购工程师,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD%E5%B7%A5%E7%A8%8B%E5%B8%88/,"
贸易/物流/采购/运输类

♦
♦

",3070,6460,7300,8770,12510,,2549,3817,4918,4982,5183,8479,7843,7915
外贸专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%A4%96%E8%B4%B8%E4%B8%93%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",5090,5560,6220,7000,7000,,3507,3721,3323,3926,4634,4876,5738,5893
外贸业务员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%A4%96%E8%B4%B8%E4%B8%9A%E5%8A%A1%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",4710,5580,5640,6000,6500,,2828,2381,3109,3417,3857,3554,5188,5400
物流专员,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E7%89%A9%E6%B5%81%E4%B8%93%E5%91%98/,"
贸易/物流/采购/运输类

♦
♦

",3910,4760,5610,9540,5750,,1749,3214,2959,3244,4072,4139,4794,5214
采购,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E9%87%87%E8%B4%AD/,"
贸易/物流/采购/运输类

♦
♦

",4220,5250,7060,9650,14400,,2842,2436,3818,3839,4732,4817,6627,6100
外贸助理,http://www.jobui.com/salary/%E5%8C%97%E4%BA%AC-%E5%A4%96%E8%B4%B8%E5%8A%A9%E7%90%86/,"
贸易/物流/采购/运输类

♦
♦

",4140,5290,5700,7000,31250,,3015,2686,3037,3548,4788,4606,4693,5713
